"track_uri","track_name","artist_uri_s","artist_name_s","album_uri","album_name","album_artist_uri_s","album_artist_name_s","album_release_date","album_image_url","disc_number","track_number","track_duration_ms","track_preview_url","explicit","popularity","isrc","added_by","added_at","artist_genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","album_genres","label","copyrights"
"spotify:track:1NXUWyPJk5kO6DQJ5t7bDu","Apeman - 2014 Remastered Version","spotify:artist:1SQRv42e4PjEYfPhS0Tk9E","The Kinks","spotify:album:6lL6HugNEN4Vlc8sj0Zcse","Lola vs. Powerman and the Moneygoround, Pt. One + Percy (Super Deluxe)","spotify:artist:1SQRv42e4PjEYfPhS0Tk9E","The Kinks","2014-10-20","https://i.scdn.co/image/ab67616d0000b2731e7c5307ccbbb74101e0cc77","1","11","233400","https://p.scdn.co/mp3-preview/c4df3a832509cc5506bd0c91419146f78d864825?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","GB5KW1499822","spotify:user:bradnumber1","2021-08-08T09:26:31Z","album rock,art rock,british invasion,classic rock,folk rock,glam rock,protopunk,psychedelic rock,rock,singer-songwriter","0.683","0.728","9","-8.92","1","0.259","0.568","0.0000508","0.0384","0.833","75.311","4","","Sanctuary Records","C © 2014 Sanctuary Records Group Ltd., a BMG Company, P ℗ 2014 Sanctuary Records Group Ltd., a BMG Company"
"spotify:track:0d2iYfpKoM0QCKvcLCkBao","Eastside (with Halsey & Khalid)","spotify:artist:5CiGnKThu5ctn9pBxv7DGa, spotify:artist:26VFTg2z8YR0cCuwLzESi2, spotify:artist:6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid","spotify:album:7pkLXlFdpQDfmHujT2AbBK","Eastside (with Halsey & Khalid)","spotify:artist:5CiGnKThu5ctn9pBxv7DGa, spotify:artist:26VFTg2z8YR0cCuwLzESi2, spotify:artist:6LuN9FCkKOj5PcnpouEgny","benny blanco, Halsey, Khalid","2018-07-12","https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba","1","1","173799","https://p.scdn.co/mp3-preview/24726be4c89b67eab298a72560b637581450421c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","78","USUM71809132","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,electropop,etherpop,indie poptimism,pop,pop,pop r&b","0.56","0.68","6","-7.648","0","0.321","0.555","0","0.116","0.319","89.391","4","","Benny Blanco Solo Album PS","C © 2018 Friends Keep Secrets/Interscope Records, P ℗ 2018 Friends Keep Secrets/Interscope Records"
"spotify:track:3OalxlWH0v14kyBcNBMINt","Mercy","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","spotify:album:0S9QJQiRmG9JYYfJfKqhDF","Illuminate (Deluxe)","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","Shawn Mendes","2016-09-23","https://i.scdn.co/image/ab67616d0000b2738a24ed638eedd60514a789ef","1","2","208733","","false","0","USUM71603531","spotify:user:bradnumber1","2021-08-08T09:26:31Z","canadian pop,pop,viral pop","0.562","0.681","11","-4.934","0","0.0871","0.113","0","0.11","0.357","148.064","4","","Universal Music Group","C © 2016 Island Records, a division of UMG Recordings, Inc., P ℗ 2016 Island Records, a division of UMG Recordings, Inc."
"spotify:track:6K8qKeWo5MsFED7wCR6Kop","Sing","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","spotify:album:1xn54DMo2qIqBuMqHtUsFd","x (Deluxe Edition)","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","2014-06-21","https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd","1","3","235382","https://p.scdn.co/mp3-preview/6427953465d954b73d4b2bebec48d01b806ba8f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","GBAHS1400082","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,singer-songwriter pop,uk pop","0.818","0.67","8","-4.451","0","0.0472","0.304","0.00000122","0.0601","0.939","119.988","4","","Atlantic Records UK","C © 2014 Asylum Records UK, a Warner Music UK Company, P ℗ 2014 Asylum Records UK, a Warner Music UK Company, except track 16 2013 Warner Bros. Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc."
"spotify:track:2760p399WNJLX9LGBkjL4Z","Flava","spotify:artist:2C0Cu6wbLYQyXl8MDwH2JE","Nathaniel","spotify:album:0RsPmRzTbarQCXBgLSW5Ox","Yours","spotify:artist:2C0Cu6wbLYQyXl8MDwH2JE","Nathaniel","2016-01-01","https://i.scdn.co/image/ab67616d0000b273c911d9842660be1965a41daf","1","2","185266","https://p.scdn.co/mp3-preview/1725984aad26a01d4d324b5e41d2c995323fe00a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","AUBM01500025","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop,australian talent show","0.813","0.754","4","-3.911","0","0.0494","0.166","0","0.121","0.923","112.962","4","","DNA Songs/Sony Music Entertainment","P (P) 2015 DNA Songs/ Sony Music Entertainment Australia Pty Ltd."
"spotify:track:5yJCo7EewUcX9qj5nnk9O2","Baby Sittin' Boogie - Radio Version","spotify:artist:4Z1spMbjudmqwjyBPleP7s","Buzz Clifford","spotify:album:1LL6GWTsMYiRc0fwGfoU3h","Rock & Roll 50s & 60s Mix","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-10-01","https://i.scdn.co/image/ab67616d0000b27325a738dc864174811aa67d1b","1","24","122958","https://p.scdn.co/mp3-preview/6798b36f687e65889d4987e0dd3b3508b9c0647f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","DEAR41442794","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.483","0.533","6","-9.883","1","0.145","0.805","0","0.161","0.878","140.11","4","","Rock Miramike","C 2016 Rock Miramike, P 2016 Rock Miramike"
"spotify:track:2uiyVyP0Rvl0MgB8ehoc07","Dr. Love","spotify:artist:7Jbs4wPCLaKXPxrTxZ2zaa","Tina Charles","spotify:album:60XZbb6xRKj7waYqeJi3wz","Dance Little Lady","spotify:artist:7Jbs4wPCLaKXPxrTxZ2zaa","Tina Charles","2012-03-20","https://i.scdn.co/image/ab67616d0000b273327142437c88efaea2c92823","1","2","189320","https://p.scdn.co/mp3-preview/7474cf366ef5526e444fd9b78bb70abd3ee4acb9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","GBQRF1119559","spotify:user:bradnumber1","2021-08-08T09:26:31Z","disco,hi-nrg","0.736","0.563","2","-13.837","1","0.0312","0.0165","0","0.166","0.96","102.021","4","","Dressed 2 Kill - OMP","C 2012 One Media Publishing"
"spotify:track:2J22VgQALSoekF3KCj1nIk","Landslide (Glee Cast Version) (feat. Gwyneth Paltrow)","spotify:artist:0SCbttzoZTnLFebDYmAWCm, spotify:artist:4njFVSUWyxD84ur7w8Oy7h","Glee Cast, Gwyneth Paltrow","spotify:album:21c5423eTa6tKyMs9DKGW7","Landslide (Glee Cast Version) (feat. Gwyneth Paltrow)","spotify:artist:0SCbttzoZTnLFebDYmAWCm","Glee Cast","2011-03-08","https://i.scdn.co/image/ab67616d0000b2733ca397d1402604db8256d98f","1","1","226760","","false","0","USQX91100225","spotify:user:bradnumber1","2021-08-08T09:26:31Z","glee club,post-teen pop","0.637","0.416","2","-7.595","1","0.0269","0.434","0","0.139","0.588","145.922","4","","Columbia","P (P) 2011 Twentieth Century Fox Film Corporation"
"spotify:track:1O0BTayCdWgQYAYYUynSpe","I'm Free","spotify:artist:5BEYGWk6aPdNXxBx9pwU8S, spotify:artist:0qPUDOVD0aYR2lmCilnscs","The Soup Dragons, Junior Reid","spotify:album:6WLRzKWVxm6qPEUBMVG5cH","20 Golden Greats","spotify:artist:5BEYGWk6aPdNXxBx9pwU8S","The Soup Dragons","2012","https://i.scdn.co/image/ab67616d0000b2736c7cafd01f0541a44b794dda","1","2","211693","","false","0","GBUM71104914","spotify:user:bradnumber1","2021-08-08T09:26:31Z","britpop,c86,madchester,scottish indie,lovers rock,old school dancehall,reggae,reggae fusion,roots reggae","0.648","0.936","7","-5.968","1","0.0797","0.0981","0.0000224","0.0712","0.856","103.272","4","","Universal Music Group","C © 2012 Mercury Records Limited, P ℗ 2012 Mercury Records Limited"
"spotify:track:1PWnAEQcbwQwK759otUbta","Writing's On The Wall - From ""Spectre"" Soundtrack","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:50bQvrNAFsAaIbqCcfD7FT","Writing's On The Wall","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2015-09-25","https://i.scdn.co/image/ab67616d0000b2737fb4266023aacbea214d8b56","1","1","278987","https://p.scdn.co/mp3-preview/bf3cb5ef872faafce3d59468a538dcd98a4cbfa2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","GBUM71505354","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,uk pop","0.261","0.302","5","-8.19","0","0.0339","0.769","0.00000257","0.0863","0.0883","81.418","3","","Capitol","C © 2015 Capitol Records, a division of Universal Music Operations Limited, P ℗ 2015 Capitol Records, a division of Universal Music Operations Limited"
"spotify:track:6YndZBGmLySgsVScckWkmO","Take Yourself Home","spotify:artist:3WGpXCj9YhhfX11TToZcXP","Troye Sivan","spotify:album:0F9bpInUaHGru63OHqBuQ8","Take Yourself Home","spotify:artist:3WGpXCj9YhhfX11TToZcXP","Troye Sivan","2020-04-01","https://i.scdn.co/image/ab67616d0000b27316ae382f29670572f8931a75","1","1","249369","","false","0","AUUM72000197","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop,pop,viral pop","0.364","0.606","5","-9.188","0","0.0831","0.0748","0.000322","0.106","0.289","99.73","4","","EMI Recorded Music Australia Pty Ltd","C © 2020 Universal Music Australia Pty Ltd., P An EMI Recorded Music Australia Production; ℗ 2020 Universal Music Australia Pty Ltd."
"spotify:track:3yDhZq8f17SmumVmEyCaRN","Give It Up","spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","spotify:album:52BJ1S5NOv7eFD6ZFDZga2","All In a Night's Work (Expanded Version)","spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo","KC & The Sunshine Band","2016-03-11","https://i.scdn.co/image/ab67616d0000b273070bc5edcb93d3f394b9445d","1","3","254240","https://p.scdn.co/mp3-preview/bc1799859837b5c829f3037bfefdb162b6309ba2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USSM19801505","spotify:user:bradnumber1","2021-08-08T09:26:31Z","disco,mellow gold,new wave pop,soft rock,soul","0.862","0.624","3","-11.63","1","0.0565","0.0192","0.000153","0.0465","0.882","124.896","4","","Epic/Legacy","P This compilation (P) 2015 Epic Records, a division of Sony Music Entertainment"
"spotify:track:2h1IPjP471JJRSShTHRUhi","Dangerous Woman","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","spotify:album:4lVR2fg3DAUQpGVJ6DciHW","Dangerous Woman","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","Ariana Grande","2016-05-20","https://i.scdn.co/image/ab67616d0000b2737227f5854239a059af211d5b","1","2","235946","","false","0","USUM71601826","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop","0.677","0.604","7","-5.32","1","0.0385","0.0612","0","0.353","0.297","134.052","3","","Universal Music Group","C © 2016 Republic Records, a division of UMG Recordings, Inc., P ℗ 2016 Republic Records, a division of UMG Recordings, Inc."
"spotify:track:0IRHUlQ9XCp5aG9NIruLu2","Abergavenny","spotify:artist:49Jb7NSMLFMM3n8M7BNRxN","Marty Wilde","spotify:album:6MLD7tcwokFlJ4Nu048flm","The Full Marty","spotify:artist:49Jb7NSMLFMM3n8M7BNRxN","Marty Wilde","2010-01-01","https://i.scdn.co/image/ab67616d0000b27302197c4fa96092f17d6b1b39","3","21","168000","https://p.scdn.co/mp3-preview/638a6897aed19ffcfc801246e8d441abdf187282?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","GBUM70700737","spotify:user:bradnumber1","2021-08-08T09:26:31Z","brill building pop,merseybeat,rock-and-roll","0.609","0.895","11","-8.208","1","0.0695","0.162","0.504","0.522","0.792","123.102","4","","UMC (Universal Music Catalogue)","C © 2010 Mercury Records Limited, P This Compilation ℗ 2010 Mercury Records Limited"
"spotify:track:71kj6vbwfqjThqsDxhtYPE","That's All You Gotta Do","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","spotify:album:7B4ewUWVdSC9yuFGiFWuem","Ultimate Collection, Vol. 1","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","2015-03-06","https://i.scdn.co/image/ab67616d0000b27337f474838296378c820e7d72","1","16","145480","https://p.scdn.co/mp3-preview/30a66824d7a02c341dd71770f01e573f3a571826?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","DEG320701716","spotify:user:bradnumber1","2021-08-08T09:26:31Z","adult standards,easy listening,lounge,rockabilly","0.587","0.65","1","-5.732","1","0.0283","0.381","0.00000101","0.105","0.96","98.137","4","","10TEN MEDIA","C 2015 10TEN MEDIA, P 2015 10TEN MEDIA"
"spotify:track:6oDPg7fXW3Ug3KmbafrXzA","Wrecking Ball","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","spotify:album:1aUeYy0hXu0KBuJ5To0hS0","Wrecking Ball","spotify:artist:5YGY8feqx7naU7z4HrwZM6","Miley Cyrus","2013-08-25","https://i.scdn.co/image/ab67616d0000b2733889f04c48f6bf57649c282c","1","1","223240","","false","0","USRC11301214","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop","0.466","0.403","5","-6.142","1","0.0337","0.395","0","0.111","0.337","119.81","4","","RCA Records Label","P (P) 2013 RCA Records, a division of Sony Music Entertainment"
"spotify:track:1PZ5mBtpRXZj8aMgQQYcro","Deep End","spotify:artist:2WX2uTcsvV5OnS0inACecP","Birdy","spotify:album:2uNFpEVey5RsxzTdoDmjiz","Beautiful Lies (Deluxe)","spotify:artist:2WX2uTcsvV5OnS0inACecP","Birdy","2016-03-25","https://i.scdn.co/image/ab67616d0000b27392121265e6db1e410533136d","1","4","208840","https://p.scdn.co/mp3-preview/3a00988da9b5535ea3edb406b4997a17a92cd3b8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","GBAHS1600022","spotify:user:bradnumber1","2021-08-08T09:26:31Z","neo mellow,uk pop","0.455","0.296","2","-8.513","1","0.0399","0.761","0","0.0783","0.31","171.744","4","","Atlantic Records UK","C © 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company, P ℗ 2016 Jasmine Van Den Bogaerde under exclusive licence to Atlantic Records UK, a Warner Music Group company"
"spotify:track:4bT2zLVv2T4GiK9q9KtI0v","Stay The Night - Featuring Hayley Williams Of Paramore","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq, spotify:artist:6Rx1JKzBrSzoKQtmbVmBnM","Zedd, Hayley Williams","spotify:album:7iC7iQaeRrG33H6VInfl00","Clarity (Deluxe)","spotify:artist:2qxJFvFYMEDqd7ui6kSAcq","Zedd","2014-01-01","https://i.scdn.co/image/ab67616d0000b27339667b8510033317b3553ca4","1","11","217346","https://p.scdn.co/mp3-preview/a00d28f38102e5ab39bcfa66d4a912ad9808701a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USUM71311478","spotify:user:bradnumber1","2021-08-08T09:26:31Z","complextro,edm,german techno,pop,pop dance,art pop","0.596","0.738","8","-3.109","1","0.0411","0.109","0","0.0947","0.461","127.961","4","","Interscope","C © 2014 Interscope Records, P ℗ 2014 Interscope Records"
"spotify:track:1kpbM1hlD3sQ2rDKbe2guE","Regardless","spotify:artist:23IZADrJHPStZ6aMxJVq3s, spotify:artist:4gZRt9wlRx1IsxT9glJdrc","Jarryd James, Julia Stone","spotify:album:4kZKz4ZQCnuKWV6MqOR2H2","Thirty One","spotify:artist:23IZADrJHPStZ6aMxJVq3s","Jarryd James","2015-09-11","https://i.scdn.co/image/ab67616d0000b2738819357f0210af47c90a4682","1","6","273493","https://p.scdn.co/mp3-preview/026c34f6017a004ded2d05abe830509f126f1842?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","AUUM71500874","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian alternative pop,australian r&b,australian singer-songwriter","0.672","0.393","9","-8.739","0","0.0477","0.551","0.0000105","0.105","0.319","130.086","4","","Universal Music Australia (Distribution)","C © 2015 Dryden Street Ltd, P ℗ 2015 Dryden Street Ltd"
"spotify:track:56qykFnmErHuUzt7FwAlAc","Turn Around (feat. Ne-Yo)","spotify:artist:6mU8ucezzms5I2kNH6HNlu, spotify:artist:21E3waRsmPlU7jZsS13rcj","Conor Maynard, Ne-Yo","spotify:album:5hLWqk2l9tsRN0zICJBxsQ","Turn Around (feat. Ne-Yo)","spotify:artist:6mU8ucezzms5I2kNH6HNlu","Conor Maynard","2012-10-05","https://i.scdn.co/image/ab67616d0000b27320d241ea81f6d5b40b35d860","1","1","232385","https://p.scdn.co/mp3-preview/780a5d3812d4aa347cc33d0671a691337be91fcf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","GBAYE1201089","spotify:user:bradnumber1","2021-08-08T09:26:31Z","post-teen pop,uk pop,viral pop,dance pop,pop,r&b,urban contemporary","0.59","0.874","6","-2.583","0","0.0263","0.0179","0.00000646","0.134","0.607","125.018","4","","Parlophone UK","C © 2012 Parlophone Records Ltd, a Warner Music Group Company, P ℗ 2012 Parlophone Records Ltd, a Warner Music Group Company"
"spotify:track:1qk9ujVgudgU8CyhKOx8ji","Somebody That I Used To Know","spotify:artist:2AsusXITU8P25dlRNhcAbG, spotify:artist:6hk7Yq1DU9QcCCrz9uc0Ti","Gotye, Kimbra","spotify:album:6EMxWaM803hd4sPsJ6PkcA","Making Mirrors","spotify:artist:2AsusXITU8P25dlRNhcAbG","Gotye","2011-01-01","https://i.scdn.co/image/ab67616d0000b2731ba0ff466c68a0977a0039bc","1","3","244893","https://p.scdn.co/mp3-preview/8721423c664c8ec64df22cd2a85711437431a98c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","AUZS21100040","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian pop,bergen indie,electropop,nz pop","0.864","0.515","0","-6.967","1","0.0367","0.571","0.0000792","0.0947","0.755","129.048","4","","Universal Music Australia Pty. Ltd.","C © 2011 Samples 'n' Seconds Records, under exclusive license to Eleven: A Music Company. Distributed in Australia by Universal Music Australia Pty Ltd under exclusive license, P ℗ 2011 Samples 'n' Seconds Records, under exclusive license to Eleven: A Music Company. Distributed in Australia by Universal Music Australia Pty Ltd under exclusive license"
"spotify:track:1mXVgsBdtIVeCLJnSnmtdV","Too Good At Goodbyes","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:3TJz2UBNYJtlEly0sPeNrQ","The Thrill Of It All (Special Edition)","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2017-11-03","https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca","1","1","201000","https://p.scdn.co/mp3-preview/2e2100af8cd386f628684caafb50662b67656de0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","GBUM71704089","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,uk pop","0.681","0.372","5","-8.237","1","0.0432","0.64","0","0.169","0.476","91.873","4","","Capitol","C © 2017 Universal Music Operations Limited, P ℗ 2017 Universal Music Operations Limited"
"spotify:track:1lItf5ZXJc1by9SbPeljFd","Juju on That Beat (TZ Anthem)","spotify:artist:7nKeLE1toRtW4M279iS26h, spotify:artist:5AsWcQXw4RJFRWBbwa0ti0","Zay Hilfigerrr, Zayion McCall","spotify:album:5sQTfUX9uSwfCtPiYGO20V","Juju on That Beat (TZ Anthem)","spotify:artist:7nKeLE1toRtW4M279iS26h, spotify:artist:5AsWcQXw4RJFRWBbwa0ti0","Zay Hilfigerrr, Zayion McCall","2016-09-30","https://i.scdn.co/image/ab67616d0000b273186678fe32d915298c28d576","1","1","144244","https://p.scdn.co/mp3-preview/69045952c8eea22dbb74b62ab8a404c92e6f14fe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USAT21602928","spotify:user:bradnumber1","2021-08-08T09:26:31Z","viral trap","0.807","0.887","1","-3.892","1","0.275","0.00381","0","0.391","0.78","160.517","4","","Tha Lights Global, INC/Atlantic Recording Corp","C © 2016 Tha Lights Global, INC / Atlantic Recording Corporation, P ℗ 2016 Tha Lights Global, INC / Atlantic Recording Corporation"
"spotify:track:2RMeGXGofxpGolBUyvTnZf","The Wild Colonial Boy","spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN","Dr. Hook","spotify:album:4z6lzPnxVfkCibGIbPuIuu","Timeless","spotify:artist:2Mhi3jfuRSdbVZPdjqsnnN","Dr. Hook","2015-04-17","https://i.scdn.co/image/ab67616d0000b273eff2b78ab68ae2e8bd8655b3","1","41","266669","https://p.scdn.co/mp3-preview/08c5899fbcd95e4a82eaa726b61abee1979b3d2e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","19","GBUM71302541","spotify:user:bradnumber1","2021-08-08T09:26:31Z","country rock,mellow gold,soft rock","0.448","0.312","1","-14.926","1","0.0552","0.84","0.0000038","0.0848","0.403","158.27","3","","Universal Music Australia Pty. Ltd.","C © 2015 Universal Music Australia Pty Ltd., P This Compilation ℗ 2015 Universal Music Australia Pty Ltd."
"spotify:track:6j4cO3gMhTuG9GTmdUX7op","You Talk Too Much","spotify:artist:25q0j1r1m5UM8GwFPLcopw","Joe Jones","spotify:album:4JDH8EfRq4DZNqkY42IW8Y","You Talk Too Much - The Best Of","spotify:artist:25q0j1r1m5UM8GwFPLcopw","Joe Jones","2010-07-01","https://i.scdn.co/image/ab67616d0000b27310b07269f1bfc2305f1472c7","1","1","152706","https://p.scdn.co/mp3-preview/fb7c8f04b961f704450f6e24892fd80f389e0bfc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","USA561018172","spotify:user:bradnumber1","2021-08-08T09:26:31Z","novelty","0.719","0.639","8","-9.229","1","0.0376","0.797","0.0000143","0.075","0.727","128.272","1","","Brownbeats Records","C (C) 2010 Goldenlane Records, P (P) 2010 Goldenlane Records"
"spotify:track:1Co9NGodpCCvWuIfe0PzIS","One In A Million","spotify:artist:1fTCSmuwhEaa6J6Hjq8xmi, spotify:artist:28w7CgAcq1WLbkQfz795SN","Jordie Ireland, Ava Hayz","spotify:album:68SzmgbXOVkYdNvvt6lpRW","One In A Million","spotify:artist:1fTCSmuwhEaa6J6Hjq8xmi","Jordie Ireland","2018-05-04","https://i.scdn.co/image/ab67616d0000b273407da20b8c124dbf6eddc7e1","1","1","178424","https://p.scdn.co/mp3-preview/c1d3ddc5ede970d8eeab75ab97bb134099e95504?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","AUUM71800336","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.748","0.551","5","-5.772","1","0.0907","0.327","0.0000143","0.096","0.334","104.175","4","","Universal Music Australia Pty. Ltd.","C © 2018 Jordie Ireland, under exclusive license to Universal Music Australia, P ℗ 2018 Jordie Ireland, under exclusive license to Universal Music Australia"
"spotify:track:76cy1WJvNGJTj78UqeA5zr","IDGAF","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","spotify:album:01sfgrNbnnPUEyz6GZYlt9","Dua Lipa (Deluxe)","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","Dua Lipa","2017-06-02","https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979","1","5","217946","https://p.scdn.co/mp3-preview/5338a987bfe51f8365bf43b899ecd8a83df83226?cid=9950ac751e34487dbbe027c4fd7f8e99","true","83","GBAHT1600301","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,pop,uk pop","0.836","0.544","7","-5.975","1","0.0943","0.0403","0","0.0824","0.51","97.028","4","","Warner Records","C © 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited, P ℗ 2017 Dua Lipa Limited under exclusive license to Warner Music UK Limited. Tracks 3, 6, 7, 8, 9, 13, 14 (P) 2016 Warner Music UK Limited. Tracks 4, 15, 17 (P) 2015 Warner Music UK Limited."
"spotify:track:5U2m76qAMdr3gXI0g6ptlG","Come & Get It","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","spotify:album:4MGDyHLc9ctHHiX4wCn1tV","Stars Dance","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","2013-01-01","https://i.scdn.co/image/ab67616d0000b27397650052269e0a345699bf01","1","5","231986","","false","0","USHR11334422","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,post-teen pop","0.349","0.795","7","-4.133","0","0.0758","0.0102","0.000138","0.0812","0.542","148.985","1","","Universal Music","C © 2013 Hollywood Records, Inc., P ℗ 2013 Hollywood Records, Inc."
"spotify:track:7z73ehYAn9O1XP9XlCqVtd","Who Dat Girl (feat. Akon)","spotify:artist:0jnsk9HBra6NMjO2oANoPY, spotify:artist:0z4gvV4rjIZ9wHck67ucSV","Flo Rida, Akon","spotify:album:1TwNATuAqnNjTd5BSvFZlS","Only One Flo (Part 1)","spotify:artist:0jnsk9HBra6NMjO2oANoPY","Flo Rida","2010-11-24","https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1","1","4","200880","https://p.scdn.co/mp3-preview/8f1a531b320c5ee9c008a6245b68f77ab6dfbfc2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USAT21002400","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,miami hip hop,pop,pop rap,dance pop","0.719","0.616","1","-3.951","1","0.0395","0.00683","0.0000311","0.0742","0.625","124.963","4","","Poe Boy/Atlantic","C © 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, P ℗ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States"
"spotify:track:33XpXmKmVTopPKnxTgbVOD","True Colours","spotify:artist:6uATIQFyydDXPc2RlLzcUE","Kasey Chambers","spotify:album:5edluM30Us1pl4LA8umamH","Storybook","spotify:artist:6uATIQFyydDXPc2RlLzcUE","Kasey Chambers","2011-09-23","https://i.scdn.co/image/ab67616d0000b273e741bd11a11f2b62647a27d5","1","10","225960","","false","0","AUEM00200340","spotify:user:bradnumber1","2022-03-24T08:37:05Z","australian americana,australian country,australian rock","0.704","0.247","0","-8.736","1","0.0297","0.64","0.00000172","0.085","0.236","86.952","4","","Bloodlines","C 2011 Bloodlines, P 2011 Bloodlines"
"spotify:track:043bfUkTydw0xJ5JjOT91w","Don't You Worry Child","spotify:artist:1h6Cn3P4NGzXbaXidqURXs, spotify:artist:2auikkNYqigWStoHWK1Grq","Swedish House Mafia, John Martin","spotify:album:4ljisoNarj0BpQSMIEv88L","Until Now","spotify:artist:1h6Cn3P4NGzXbaXidqURXs","Swedish House Mafia","2012-01-01","https://i.scdn.co/image/ab67616d0000b273781f6dd5abe91929df0314e3","1","7","403493","https://p.scdn.co/mp3-preview/abae7ffcd8c653c8500f5698a5b94b715a455fb6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","GBAAA1200643","spotify:user:bradnumber1","2021-08-08T09:26:31Z","edm,pop dance,progressive electro house,pop edm","0.632","0.88","2","-4.051","1","0.0463","0.0144","0.0021","0.118","0.338","129.007","4","","Virgin Records","C © 2012 EMI Records Ltd, P ℗ 2012 EMI Records Ltd"
