"track_uri","track_name","artist_uri_s","artist_name_s","album_uri","album_name","album_artist_uri_s","album_artist_name_s","album_release_date","album_image_url","disc_number","track_number","track_duration_ms","track_preview_url","explicit","popularity","isrc","added_by","added_at","artist_genres","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","album_genres","label","copyrights"
"spotify:track:29Ns3avs48iQhNQgrHMEkm","See You Again, Love Me Like You Do, Sugar - Acoustic Mashup","spotify:artist:09kCHZp9iFO2FJNb9lR6G5","Megan Davies","spotify:album:598yk60jws90rsCDHU4lkl","See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)","spotify:artist:09kCHZp9iFO2FJNb9lR6G5","Megan Davies","2015-05-15","https://i.scdn.co/image/ab67616d0000b27376e05ea670eb1fd573f2b84a","1","1","231965","https://p.scdn.co/mp3-preview/460e65af52548552faf8d96ce4f13952bd4366b3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","QM4DW1505881","spotify:user:bradnumber1","2021-08-08T09:26:31Z","acoustic cover","0.393","0.207","10","-11.865","1","0.0392","0.877","0","0.104","0.262","163.99","4","","560877 Records DK","C 2015 560877 Records DK, P 2015 560877 Records DK"
"spotify:track:4hQ6UGyWQIGJmHSo0J88JW","Back To You - From 13 Reasons Why – Season 2 Soundtrack","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","spotify:album:3N7eWDCvfWv34xWNohdHjO","Back To You (From 13 Reasons Why – Season 2 Soundtrack)","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","Selena Gomez","2018-05-10","https://i.scdn.co/image/ab67616d0000b27330885dcb2b5f38512fbcbc59","1","1","207904","https://p.scdn.co/mp3-preview/3e6a14355cb03ca3b4d794f3f48c2c7552fa668e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USUM71805992","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,post-teen pop","0.601","0.724","6","-4.856","1","0.0486","0.0945","0.00000168","0.12","0.508","102.061","4","","UMGRI Interscope","C © 2018 Interscope Records, P ℗ 2018 Interscope Records"
"spotify:track:4Vj8J4iRkzjTsRLbwSOS4v","Daddy's Home","spotify:artist:3xaiq6cHhYX5xclwRkT6Jf","Shep And The Limelites","spotify:album:07Q1h0jTel4y0WLU5vfazN","100 Greatest Rock 'n' Roll Hits from the 50s & 60s","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-02-19","https://i.scdn.co/image/ab67616d0000b27361648f1944669744404b855c","1","40","173906","https://p.scdn.co/mp3-preview/6ec1d6e2611f2ba66441e4c029d738205357ac1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","DEAR41442410","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.478","0.254","5","-7.723","1","0.0315","0.922","0.0000154","0.134","0.338","146.629","3","","Domestic Special Marketing","C 2016 Domestic Special Marketing, P 2016 Domestic Special Marketing"
"spotify:track:2Zw1UciFQWTbyMLSVJjdWX","California Dreamin'","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","spotify:album:0KmfyftZ670wUdXUOd2gQ0","San Andreas: Original Motion Picture Soundtrack","spotify:artist:0sK0i9UQeU4aPaxgGTFTcC","Andrew Lockington","2015-05-12","https://i.scdn.co/image/ab67616d0000b273c04dd6e3e4dbd86fb3683c06","1","24","216146","","false","0","USRC11500721","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian dance,australian pop,pop","0.291","0.635","4","-6.846","0","0.0371","0.275","0.0000269","0.334","0.294","111.852","4","","WaterTower Music","C 2015 Warner Bros. Entertainment Inc. / Village Roadshow Films North America Inc. and RatPac-Dune Entertainment LLC, P 2015 WaterTower Music"
"spotify:track:4B0JvthVoAAuygILe3n4Bs","What Do You Mean?","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:6Fr2rQkZ383FcMqFyT7yPr","Purpose (Deluxe)","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2015-11-13","https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de","1","3","205680","https://p.scdn.co/mp3-preview/408d55c4d5d6383a57b93361b6e58d5e8916ebe3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USUM71511919","spotify:user:bradnumber1","2021-08-08T09:26:31Z","canadian pop,pop","0.845","0.567","5","-8.118","0","0.0956","0.59","0.00142","0.0811","0.793","125.02","4","","RBMG/Def Jam","C © 2015 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2015 Def Jam Recordings, a division of UMG Recordings, Inc."
"spotify:track:0CokSRCu5hZgPxcZBaEzVE","Glorious (feat. Skylar Grey)","spotify:artist:3JhNCzhSMTxs9WLGJJxWOY, spotify:artist:4utLUGcTvOJFr6aqIJtYWV","Macklemore, Skylar Grey","spotify:album:72qA6s4fjF8Y2VX1UDMfp2","GEMINI","spotify:artist:3JhNCzhSMTxs9WLGJJxWOY","Macklemore","2017-09-22","https://i.scdn.co/image/ab67616d0000b2732e94b668c60b06deb1c3a05c","1","2","220454","https://p.scdn.co/mp3-preview/d5955286b6e230880c24b0b8c8eab30162eaeca7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","80","QZ8TY1700001","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop rap,seattle hip hop,piano rock,viral pop","0.731","0.794","0","-5.126","0","0.0522","0.0323","0.0000259","0.112","0.356","139.994","4","","Bendo LLC","C © 2017, Bendo LLC, P ℗ 2017, Bendo LLC"
"spotify:track:6TMzuNLw1ZPgBqPKmnnObm","Desire","spotify:artist:5vBSrE1xujD2FXYRarbAXc, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Years & Years, Tove Lo","spotify:album:0bWYlK9rRmIB68icHx9PNR","Communion (Deluxe)","spotify:artist:5vBSrE1xujD2FXYRarbAXc","Years & Years","2015-07-10","https://i.scdn.co/image/ab67616d0000b273b84e077bb3f2e36adbdeb6d4","1","18","203204","https://p.scdn.co/mp3-preview/cb8b14a5c829f4ef2b676676dfd30ea04ec5cff2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","GBUM71600961","spotify:user:bradnumber1","2021-08-08T09:26:31Z","gauze pop,pop,uk pop,metropopolis,pop,swedish electropop,swedish pop,swedish synthpop","0.706","0.777","10","-4.591","0","0.0567","0.299","0","0.298","0.638","126.008","4","","Polydor Records","C © 2016 Polydor Ltd. (UK), P ℗ 2016 Polydor Ltd. (UK)"
"spotify:track:71qNRlNDnPahvATE7Zl4Nw","Never Seen Anything ""Quite Like You""","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","spotify:album:6yd9yk8nFcHalXzy7mgaDx","No Sound Without Silence","spotify:artist:3AQRLZ9PuTAozP28Skbq8V","The Script","2014-09-15","https://i.scdn.co/image/ab67616d0000b27359d2079e141301ab89b6cbc5","1","8","202586","https://p.scdn.co/mp3-preview/3afabb39b51a913b188ce4259f6ffbd1ce07cbdc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","GBARL1400981","spotify:user:bradnumber1","2021-08-08T09:26:31Z","celtic rock,pop","0.317","0.464","6","-7.37","1","0.0274","0.429","0.00000127","0.103","0.414","159.906","3","","Columbia","P (P) 2014 Sony Music Entertainment UK Limited"
"spotify:track:2FMtwuIzmuyS1YClVMBSkP","Someday","spotify:artist:10D6CzP1JBJpHqK6wG633i","Tony Barber","spotify:album:3Io3vkftRHwraKamQKPRUZ","Spinnin' High","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2014-02-01","https://i.scdn.co/image/ab67616d0000b2733db1539244438f6646976aa3","1","1","132066","https://p.scdn.co/mp3-preview/14083ff8e5d571ae779d74fc4ee279af829e2207?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","QMDA71416866","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.572","0.544","6","-7.094","1","0.0408","0.732","0","0.095","0.88","135.276","4","","The Magic of Music Records","C (C) 2014 The Magic of Music Records"
"spotify:track:4fwo6czG5nvOQMzhOto1ya","Lonely","spotify:artist:5fMUXHkw8R8eOP2RNVYEZX, spotify:artist:7gOdHgIoIKoe4i9Tta6qdD","Diplo, Jonas Brothers","spotify:album:1MF23oT6lg5q47LnZ91UPy","Lonely","spotify:artist:5fMUXHkw8R8eOP2RNVYEZX","Diplo","2019-09-27","https://i.scdn.co/image/ab67616d0000b2732f62c0155a28fae6c7a78228","1","1","139813","","false","0","USSM11903345","spotify:user:bradnumber1","2021-08-08T09:26:31Z","edm,electro house,moombahton,pop dance,boy band,pop","0.738","0.717","1","-5.121","1","0.0573","0.062","0","0.205","0.5","98.047","4","","Columbia","P (P) 2019 Mad Decent, under exclusive license to Columbia Records, a Division of Sony Music Entertainment"
"spotify:track:6D0JWPMLPhOvM22cI2UGJS","2.0","spotify:artist:2luRh7SpSZXnyXw4MiObqJ","Jump Jump Dance Dance","spotify:album:7ymFa2DxIgAfK5vjFyU61N","Jump Jump Dance Dance","spotify:artist:2luRh7SpSZXnyXw4MiObqJ","Jump Jump Dance Dance","2011-01-01","https://i.scdn.co/image/ab67616d0000b2739cac136b10693f595211fe2b","1","3","215266","https://p.scdn.co/mp3-preview/f4efed2d90863b37e6b520fb1fe385e1ce15865a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","AUNV01100303","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.635","0.864","0","-3.828","0","0.0431","0.00899","0","0.144","0.742","132.001","4","","Universal Music Australia (Distribution)","C © 2011 etcetc Music Pty Ltd, P ℗ 2011 etcetc Music Pty Ltd"
"spotify:track:0A4PZuepTcIQVvA5m7R0M1","Don't You (Forget About Me) - Remastered","spotify:artist:6hN9F0iuULZYWXppob22Aj","Simple Minds","spotify:album:7dKQCCQnnkqgRQFxKRDqkJ","Celebrate (Greatest Hits)","spotify:artist:6hN9F0iuULZYWXppob22Aj","Simple Minds","2013-03-25","https://i.scdn.co/image/ab67616d0000b2733a973ec9729173683bf5c266","1","14","263973","","false","0","GBAAA0100587","spotify:user:bradnumber1","2021-08-08T09:26:31Z","album rock,dance rock,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock","0.602","0.784","11","-7.976","0","0.0313","0.00398","0.0852","0.0931","0.918","133.019","4","","Virgin Catalogue","C © 2013 Virgin Records Ltd, P This Compilation ℗ 2013 Virgin Records Ltd"
"spotify:track:0D75ciM842cdUMKSMfAR9y","Baila Conmigo (with Rauw Alejandro)","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:1mcTU81TzQhprhouKaTkpq","Selena Gomez, Rauw Alejandro","spotify:album:3DWab9ul4t4YpZuOPmUJvd","Baila Conmigo (with Rauw Alejandro)","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx, spotify:artist:1mcTU81TzQhprhouKaTkpq","Selena Gomez, Rauw Alejandro","2021-01-29","https://i.scdn.co/image/ab67616d0000b273bb607a63a7dceb48b4d189e3","1","1","186087","","false","1","USUG12100193","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,post-teen pop,puerto rican pop,reggaeton,trap latino,urbano latino","0.824","0.545","5","-7.127","1","0.0699","0.0221","0.00375","0.097","0.683","149.912","4","","Interscope Records","C © 2021 SMG Music LLC, under exclusive license to Interscope Records, P ℗ 2021 SMG Music LLC, under exclusive license to Interscope Records"
"spotify:track:1EpqljJV8jhbwyvzM8ICwj","Long Live the Summer","spotify:artist:2JQme5IJ3U7SRVQqHGN2fG","Shannon Noll","spotify:album:7yxxvCtoPfi1wnoH5qTN9x","Long Live the Summer","spotify:artist:2JQme5IJ3U7SRVQqHGN2fG","Shannon Noll","2019-11-04","https://i.scdn.co/image/ab67616d0000b2733b442a775fc0e0d9842b4c62","1","1","203105","https://p.scdn.co/mp3-preview/36a7edc3ecae060ece9f8c57857f9b9b7a737be7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","AUMTB1900317","spotify:user:bradnumber1","2022-01-13T01:12:35Z","australian pop,australian rock","0.527","0.761","1","-5.043","1","0.0459","0.0236","0","0.369","0.859","89.982","4","","Social Family Records (Australia) Pty Ltd","C (C) 2019 Shannon Noll distributed by Social Family Records (Australia) Pty Ltd, P (P) 2019 Shannon Noll distributed by Social Family Records (Australia) Pty Ltd"
"spotify:track:4t4Uc6yNnnzBhatmarfV4Y","Please Don't Let Me Go","spotify:artist:3whuHq0yGx60atvA2RCVRW","Olly Murs","spotify:album:17gXGgVOk1RpPduIpeD5Yq","Olly Murs","spotify:artist:3whuHq0yGx60atvA2RCVRW","Olly Murs","2010-11-29","https://i.scdn.co/image/ab67616d0000b27312f81e687a629815c3b7c0e8","1","2","204320","https://p.scdn.co/mp3-preview/d2b739a788b0f9b1b46e6e2c93fbf1de07bbb71c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","49","GBARL1000785","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,pop,talent show","0.671","0.719","10","-5.945","1","0.0276","0.377","0.000119","0.341","0.857","89.932","4","","Epic","P (P) 2010 Sony Music Entertainment UK Limited"
"spotify:track:6S5lBW22Re1UPKXjX7obLC","Wasted","spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY","Peking Duk","spotify:album:2WF3IhLVQemk6DuyTLl9ZD","Wasted","spotify:artist:0UZ1nu3kcdNlCoiKRjmSSY","Peking Duk","2018-02-02","https://i.scdn.co/image/ab67616d0000b273e3cea68573c668dfb230a1c8","1","1","182370","https://p.scdn.co/mp3-preview/8bbf91df4b29ef77ceacf7ec73cc604c73f79eb7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","AUBM01800020","spotify:user:bradnumber1","2021-08-08T09:26:31Z","aussietronica,australian electropop,edm","0.693","0.76","11","-5.433","1","0.0353","0.00169","0.000977","0.121","0.751","115","4","","Sony Music Entertainment","P (P) 2018 Sony Music Entertainment Australia Pty Ltd"
"spotify:track:5gK6vM9QeVerf07PHsnGCd","Turn Up The Love","spotify:artist:698hF4vcwHwPy8ltmXermq, spotify:artist:4jbcqKzc4Wuy6MivHhzPrP","Far East Movement, Cover Drive","spotify:album:78ysj0YXG9moP8Gv9izzm4","Dirty Bass (Deluxe)","spotify:artist:698hF4vcwHwPy8ltmXermq","Far East Movement","2012","https://i.scdn.co/image/ab67616d0000b27374bbe4c371b16d97f112f0ba","1","4","195960","","false","0","USUM71204292","spotify:user:bradnumber1","2021-08-08T09:26:31Z","asian american hip hop,dance pop,pop rap,barbadian pop,talent show","0.752","0.872","6","-4.186","1","0.117","0.12","0","0.234","0.677","123.888","4","","Cherrytree Records/Kierszenbaum 33%","C © 2013 Interscope Records, P ℗ 2013 Interscope Records"
"spotify:track:2ACOWPLUe4A4KuQ5ioD2od","That's My Girl","spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt","Fifth Harmony","spotify:album:0pF0oyuPNdOObniB1Ng0kW","7/27 (Deluxe)","spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt","Fifth Harmony","2016-05-27","https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8","1","1","204013","https://p.scdn.co/mp3-preview/267c68e23bb5bb75332451175fae4a8ba3ddb2f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USSM11601117","spotify:user:bradnumber1","2021-08-08T09:26:31Z","girl group,pop,talent show","0.596","0.851","5","-4.245","0","0.121","0.0358","0.0000319","0.365","0.612","202.049","4","","Syco Music/Epic","P (P) 2016 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment"
"spotify:track:5ppySBXXkUzmr1jplNTWOC","Mad About You","spotify:artist:2WqkJNGi03LsYcUo40H8rr","Bruce Ruffin","spotify:album:3Sy5T1Te55s9B8K4jeOFKK","Ska & Reggae Classics","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2018-05-25","https://i.scdn.co/image/ab67616d0000b2736cdb0b2faf04851de4f4fe8f","1","31","208360","https://p.scdn.co/mp3-preview/069a1b27b5081e9a4a5dbe48533f440a44529ea4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","38","GBAJE7200733","spotify:user:bradnumber1","2021-08-08T09:26:31Z","early reggae,rocksteady","0.734","0.519","5","-8.966","1","0.0416","0.0904","0.171","0.369","0.851","121.458","4","","Sanctuary Records","C © 2018 Sanctuary Records Group Ltd., a BMG Company, P ℗ 2018 Sanctuary Records Group Ltd., a BMG Company"
"spotify:track:5EEsZl9wCWtPHXoi9I9PY7","James Brown Is Dead (Original Mix)","spotify:artist:4reUSabzsXZWM3BMH4fU1Q","L.A. Style","spotify:album:4pz0ozBafTLKaLCezi5zUB","James Brown Is Dead (Original Mix) - Single","spotify:artist:4reUSabzsXZWM3BMH4fU1Q","L.A. Style","2010-11-05","https://i.scdn.co/image/ab67616d0000b2735ce77e452bce6490a315481e","1","1","344400","https://p.scdn.co/mp3-preview/4edbb48bc5c30a27189f3abf2c0f7ee3e4cff0fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","BEI619100001","spotify:user:bradnumber1","2021-08-08T09:26:31Z","new beat,rave","0.599","0.976","0","-7.649","0","0.0859","0.0013","0.787","0.383","0.501","130.724","4","","INFINITY RECORDS","C 2010 INFINITY RECORDS, P 2010 INFINITY RECORDS"
"spotify:track:6I3mqTwhRpn34SLVafSH7G","Ghost","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","spotify:album:5dGWwsZ9iB2Xc3UKR0gif2","Justice","spotify:artist:1uNFoZAHBGtllmzznpCI3s","Justin Bieber","2021-03-19","https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431","1","11","153190","https://p.scdn.co/mp3-preview/10746d0627d5dd428001083030cf6726c5e92c67?cid=9950ac751e34487dbbe027c4fd7f8e99","false","89","USUM72102635","spotify:user:bradnumber1","2022-07-25T00:19:42Z","canadian pop,pop","0.601","0.741","2","-5.569","1","0.0478","0.185","0.0000291","0.415","0.441","153.96","4","","RBMG/Def Jam","C © 2021 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2021 Def Jam Recordings, a division of UMG Recordings, Inc."
"spotify:track:51ChrwmUPDJvedPQnIU8Ls","Dive","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","spotify:album:3T4tUhGYeRNVUGevb0wThu","÷ (Deluxe)","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","Ed Sheeran","2017-03-03","https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96","1","3","238440","https://p.scdn.co/mp3-preview/54de09a9e22028c31c5dba1ecd84545a07df5c18?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","GBAHS1700022","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,singer-songwriter pop,uk pop","0.761","0.386","4","-6.158","1","0.0399","0.355","0","0.0953","0.526","134.943","3","","Atlantic Records UK","C © 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company., P ℗ 2017 Asylum Records UK, a division of Atlantic Records UK, a Warner Music Group company."
"spotify:track:7jO1boY6qwRjeu0EBtvDuu","Hello","spotify:artist:4M0DLz8te9Q1lNIXBBwvfG","Karmin","spotify:album:7FbPwQGriWa8IT4u6RxjWK","Hello","spotify:artist:4M0DLz8te9Q1lNIXBBwvfG","Karmin","2012-05-07","https://i.scdn.co/image/ab67616d0000b273cc50268bd94de0934dad0ca0","1","7","237546","https://p.scdn.co/mp3-preview/811b73c99eed7dd3047561bce8a544eebb7f7067?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","USSM11202263","spotify:user:bradnumber1","2021-08-08T09:26:31Z","post-teen pop,viral pop","0.658","0.919","5","-2.455","1","0.171","0.166","0","0.123","0.516","127.916","4","","Epic","P (P) 2012 Epic Records, a division of Sony Music Entertainment"
"spotify:track:3m660poUr1chesgkkjQM7P","Sorry Not Sorry","spotify:artist:6S2OmqARrzebs0tKUEyXyp","Demi Lovato","spotify:album:3pgcHENAMBqdvBj65yvZLb","Tell Me You Love Me (Deluxe)","spotify:artist:6S2OmqARrzebs0tKUEyXyp","Demi Lovato","2017-09-29","https://i.scdn.co/image/ab67616d0000b273ec9c72308e30e7aa1d22b37d","1","1","203760","","true","0","USUM71707196","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop,post-teen pop","0.704","0.633","11","-6.923","0","0.241","0.0214","0","0.29","0.863","144.021","4","","Universal Music Group","C © 2017 Island Records, a division of UMG Recordings, Inc./Hollywood Records/Safehouse Records LLC, P ℗ 2017 Island Records, a division of UMG Recordings, Inc./Hollywood Records/Safehouse Records LLC"
"spotify:track:0ySwEFQoOhVaGBky9iCdFJ","Walk Alone (feat. Tom Walker)","spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:7z2avKuuiMAT4XZJFv8Rvh","Rudimental, Tom Walker","spotify:album:6gvXunZzwqIn0N8pu7G5xx","Walk Alone (feat. Tom Walker)","spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:7z2avKuuiMAT4XZJFv8Rvh","Rudimental, Tom Walker","2018-10-26","https://i.scdn.co/image/ab67616d0000b273f8b766f98947bee92889b4e5","1","1","205408","https://p.scdn.co/mp3-preview/ea704d224105e316743c177e20aab156b8981de6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","GBAHS1800370","spotify:user:bradnumber1","2021-08-08T09:26:31Z","pop dance,uk dance,uk funky,indie anthem-folk,uk pop","0.576","0.719","11","-5.163","1","0.0397","0.156","0","0.305","0.545","94.921","4","","Atlantic Records UK","C © 2018 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group company, P ℗ 2018 Asylum Records UK, a division of Atlantic Records UK. A Warner Music Group company"
"spotify:track:4BWBbJ9MKpnt30SFYEomzJ","Lighters","spotify:artist:77IURH5NC56Jn09QHi76is, spotify:artist:0du5cEVh5yTK9QJze8zA0C","Bad Meets Evil, Bruno Mars","spotify:album:7CWSLPmiMIHXfETjpdOVT6","Hell: The Sequel (Deluxe)","spotify:artist:77IURH5NC56Jn09QHi76is","Bad Meets Evil","2011-01-01","https://i.scdn.co/image/ab67616d0000b273ae15e7cdf7ae858e4f90d9c2","1","7","303813","","true","0","USUM71108179","spotify:user:bradnumber1","2021-08-08T09:26:31Z","detroit hip hop,dance pop,pop","0.643","0.663","0","-8.237","1","0.265","0.351","0","0.127","0.181","90.079","4","","Universal Music Group","C © 2011 Shady Records/Interscope Records, P ℗ 2011 Shady Records/Interscope Records"
"spotify:track:13P5rwmk2EsoFRIz9UCeh9","Cool Kids","spotify:artist:1PbBg2aYjWLKRk84zJK15x","Echosmith","spotify:album:1oHY6eQmEG8skElDvFgKz2","Talking Dreams (Deluxe Edition)","spotify:artist:1PbBg2aYjWLKRk84zJK15x","Echosmith","2013-10-04","https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae","1","3","237626","https://p.scdn.co/mp3-preview/2d57e97d9ab849b35b6462fdd736872a2b983849?cid=9950ac751e34487dbbe027c4fd7f8e99","false","76","USWB11301764","spotify:user:bradnumber1","2021-08-08T09:26:31Z","electropop,indie poptimism,viral pop","0.719","0.671","8","-6.279","1","0.0336","0.0372","0.00000821","0.12","0.786","130.027","4","","Warner Records","C © 2013 Warner Records Inc., P ℗ 2013 Warner Records Inc."
"spotify:track:6P4DcGPAqhBz8HrTrwPNNh","Cheap Thrills","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","spotify:album:6fxXmfKU38xUS4dnkjDxAf","This Is Acting","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","Sia","2016-01-29","https://i.scdn.co/image/ab67616d0000b273b7e6776d121e0d485ebe5737","1","6","211666","","false","0","USRC11502935","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian dance,australian pop,pop","0.628","0.698","6","-5.608","0","0.105","0.0472","0.00152","0.0907","0.729","89.975","4","","Inertia Music","C 2016 Monkey Puzzle under exclusive license to Inertia Music, P 2016 Monkey Puzzle under exclusive license to Inertia Music"
"spotify:track:6oSmp7qnvAxUXeUKhl67a6","1955","spotify:artist:7dlqUnjoF2U2DkNDMhcgG4, spotify:artist:1ZcnsSFqWusWlRK01vKE6b, spotify:artist:41Sy5j6hSOXJ6Pl1yR296B","Hilltop Hoods, Montaigne, Tom Thum","spotify:album:4ijUWjOHZ5VnUADcOsL1vS","Drinking From The Sun, Walking Under Stars Restrung","spotify:artist:7dlqUnjoF2U2DkNDMhcgG4","Hilltop Hoods","2016-02-19","https://i.scdn.co/image/ab67616d0000b273eb0652df7fe1fddc6673d161","1","10","239280","https://p.scdn.co/mp3-preview/d135342e899eae9d4409602aba97cff92f7f278d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","AUHT01503050","spotify:user:bradnumber1","2021-08-08T09:26:31Z","australian hip hop,australian indie,australian pop,beatboxing","0.766","0.5","11","-7.558","1","0.0695","0.719","0.00000591","0.304","0.71","84.044","4","","Universal Music Australia Pty. Ltd.","C © 2015 Universal Music Australia Pty Ltd., P ℗ 2015 Universal Music Australia Pty Ltd."
"spotify:track:3aIhJDHxr1kgTSnutJxPTH","Peanut Butter Jelly","spotify:artist:4sTQVOfp9vEMCemLw50sbu","Galantis","spotify:album:4QcXq4vTVN7dFb7bZa9jG2","Pharmacy","spotify:artist:4sTQVOfp9vEMCemLw50sbu","Galantis","2015-06-05","https://i.scdn.co/image/ab67616d0000b2732b517912fd69652ff10d8e11","1","9","203133","https://p.scdn.co/mp3-preview/0151e8ec1524618f7b7dac72a9d1de07b4a63ada?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","USAT21500650","spotify:user:bradnumber1","2021-08-08T09:26:31Z","dance pop,edm,pop,pop dance","0.708","0.945","5","-3.247","0","0.234","0.00104","0.0803","0.227","0.545","127.96","4","","Big Beat Records/Atlantic","C © 2015 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States. A Warner Music Group Company, P ℗ 2015 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States. A Warner Music Group Company"
"spotify:track:2Y9AXrqaI1FHbIJFGXL54c","I Want to Be Wanted","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","spotify:album:7B4ewUWVdSC9yuFGiFWuem","Ultimate Collection, Vol. 1","spotify:artist:4cPHsZM98sKzmV26wlwD2W","Brenda Lee","2015-03-06","https://i.scdn.co/image/ab67616d0000b27337f474838296378c820e7d72","1","34","182626","https://p.scdn.co/mp3-preview/e84a4932b1ab8058e86a52d8aa5161120109d276?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","DEG320701734","spotify:user:bradnumber1","2021-08-08T09:26:31Z","adult standards,easy listening,lounge,rockabilly","0.45","0.465","8","-5.12","1","0.0271","0.627","0","0.123","0.448","107.578","3","","10TEN MEDIA","C 2015 10TEN MEDIA, P 2015 10TEN MEDIA"
"spotify:track:5nvYnwbX1Gb60mpX7m8P01","The Best Things in Life Are Free","spotify:artist:62TGTq6LdDV08FxXEqgWF6","Superstar","spotify:album:595s7LBeQF53JDZbhe8RdF","The Greatest Hits of Luther Vandross","spotify:artist:62TGTq6LdDV08FxXEqgWF6","Superstar","2015-03-01","https://i.scdn.co/image/ab67616d0000b273811da3fe79e81d3ffbea4f51","1","10","297906","https://p.scdn.co/mp3-preview/9000b6c6710b23a8281984b0c0ef664d7584d5d0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","QM6P41458773","spotify:user:bradnumber1","2021-08-08T09:26:31Z","","0.852","0.863","6","-9.241","0","0.136","0.197","0","0.143","0.496","120.953","4","","MMT","C (C) 2015 MMT"
